prompt,label
"Context: Prostate cancer is the world's leading cause of cancer and the second cause of cancer-related death in men after lung cancer. Differentiation of prostate adenocarcinoma from benign prostate lesions and hyperplasia sometimes cannot be done on the basis of morphologic findings. Considering the fact that in the prostate adenocarcinoma there is no basal cell layer, basal cell markers can help to differentiate prostate adenocarcinoma from cancer mimickers. We studied 98 prostate biopsy blocks (40 adenocarcinoma and 58 benign lesions) for basal cell marker expression. p63 and 34βE12 were negative in all prostate adenocarcinoma specimens, but all benign prostate hyperplasia and high grade intraepithelial neoplasia cases expressed them.

Question: Is p63 more sensitive and specific than 34βE12 to differentiate adenocarcinoma of prostate from cancer mimickers?

Provide a concise medical answer:
",1
"Context: Disturbed sleep is associated with mood disorders. Both depression and insomnia may increase the risk of disability retirement. The longitudinal links among insomnia, depression and work incapacity are poorly known. We examined association of self-reported sleep quality with incident symptoms of depression and disability retirement due to depressive disorders in a longitudinal population-based sample of twins (n=12,063 individuals). These adults were categorized by their sleep quality in 1975 and 1981, excluding individuals with depressed mood in 1975/1981. The outcomes were the Beck Depression Inventory (BDItot) and its subscale Negative Attitudes Towards Self (BDINATS) in 1990 as dichotomized measures, and the incidence of disability retirement due to depressive disorder during 1991-2004. Onset of poor sleep between 1975 and 1981 predicted incident depression (BDItot OR=4.5, 95% CI: 2.7-7.4, BDINATS OR=2.0, 95% CI: 1.4-2.7), while persistent poor sleep showed somewhat weaker effects (BDItot; OR=2.5, 95% CI: 1.0-6.0, BDINATS OR=1.9, 95% CI: 1.1-3.3). Among those with few recent stressful life events, onset of poor sleep predicted strongly depression (BDINATS OR=9.5, 95% CI: 3.7-24.2). Likewise onset of poor sleep by 1981 increased the risk of disability retirement due to depression (OR=2.9, 95% CI: 1.8-4.9) with a similar risk among those with persistent poor sleep (OR=2.7, 95% CI: 1.3-5.7).

Question: Does poor sleep predict symptoms of depression and disability retirement due to depression?

Provide a concise medical answer:
",1
"Context: Phospholipase C epsilon 1 (PLCE1) plays a crucial role in carcinogenesis and progression of several types of cancers. A single nucleotide polymorphism (SNP, rs2274223) in PLCE1 has been identified as a novel susceptibility locus. The aim of the present study was to investigate the role of three potentially functional SNPs (rs2274223A > G, rs3765524C > T, and rs7922612C > T) of PLCE1 in gastric cancer patients from Kashmir Valley. The study was conducted in 108 GC cases and 195 healthy controls from Kashmir Valley. Genotyping was performed by polymerase chain reaction-restriction fragment length polymorphism method. Data were statistically analyzed using c2 test and logistic regression models. A P value of less than 0.05 was regarded as statistically significant. The frequency of PLCE1 A2274223C3765524T7922612, G2274223C3765524T7922612 , and G2274223T3765524C7922612 haplotypes were higher in patients compared with controls, conferred high risk for GC [odds ratio (OR) =6.29; P = 0.001; Pcorr = 0.003], (OR = 3.23; P = 0.011; Pcorr = 0.033), and (OR = 5.14; P = 0.011; Pcorr = 0.033), respectively. Smoking and salted tea are independent risk factors for GC, but we did not find any significant modulation of cancer risk by PLCE1 variants with smoking or excessive consumption of salted tea.

Question: Are phospholipase C epsilon 1 ( PLCE1 ) haplotypes associated with increased risk of gastric cancer in Kashmir Valley?

Provide a concise medical answer:
",1
"Context: Esophageal squamous cell carcinoma (ESCC) is an important cause of cancer-related death worldwide. To improve prognoses in patients with ESCC, we evaluated the potential of transforming growth factor-beta-induced protein (TGFBI), which is overexpressed in ESCC, as a therapeutic candidate. We examined the clinical significance of TBFBI in 102 ESCC samples using real-time RT-PCR. Immunohistochemical studies were conducted to examine the localization of TGFBI. Knockdown of TGFBI in cocultured fibroblasts was performed to determine the roles of TGFBI in migration and invasion. The level of TGFBI in ESCC tissues was higher than that in normal tissues. The high TGFBI expression group (n = 16) had higher TGFB1 expression and more frequent hematogenous recurrence than the low-expression group (n = 86). High TGFBI expression was an independent prognostic factor in patients with ESCC. TGFBI was mainly localized in stromal cells of ESCC. Moreover, suppression of TGFBI in fibroblasts inhibited the migration and invasion capacity of TE8 ESCC cells.

Question: Is tGFBI Expression in Cancer Stromal Cells Associated with Poor Prognosis and Hematogenous Recurrence in Esophageal Squamous Cell Carcinoma?

Provide a concise medical answer:
",0
"Context: Chronic antibiotic-refractory pouchitis (CARP) occurs more frequently in patients with ileal pouch-anal anastomosis (IPAA) with concomitant autoimmune disorders. The aim of this study was to assess the overlap between dysregulated immune features in patients with IPAA and their association with CARP. We identified 150 symptomatic patients with IPAA who met inclusion criteria, including measurement of select autoimmune serology. Demographic and clinical variables were compared between patients with and without CARP. Autoimmune thyroid disease was more frequent among patients with CARP. The frequency of primary sclerosing cholangitis (16.7% versus 5.3%; P = 0.04) and serum positivity for microsomal antibody (25% versus 6.1%, P = 0.003) were significantly greater in patients with CARP compared with non-CARP patients, respectively. Increased tissue infiltration by IgG4-expressing plasma cells was detected in 17 of 31 patients (54.8%) in the CARP group as compared with 10/67 (14.9%) in the non-CARP group (P = 0.0001). Forty-seven percent of patients in the CARP group versus 22.8% in the non-CARP group had at least 2 immune features (P = 0.019). Among patients with IgG4 histology, 87% of patients in the CARP group versus 60% in the non-CARP group had at least 1 immune marker (P = 0.004). On multivariate analysis, microsomal antibody expression (odds ratio, 6.8; 95% confidence interval, 1.3-42.6; P = 0.02) and increased IgG4-expressing plasma cells tissue infiltration (odds ratio, 9.6; 95% confidence interval, 3.2-32.6, P = 0.0001) were risk factors for CARP.

Question: Are autoimmune features associated with chronic antibiotic-refractory pouchitis?

Provide a concise medical answer:
",1
"Context: Alternating hemiplegia of childhood and rapid-onset dystonia parkinsonism are two separate movement disorders with different dominant mutations in the same sodium-potassium transporter ATPase subunit gene, ATP1A3. We present a child with topiramate-responsive alternating hemiplegia of childhood who was tested for an ATP1A3 gene mutation. Gene sequencing revealed an identical ATP1A3 mutation as in three typical adult-onset rapid-onset dystonia parkinsonism cases but never previously described in an alternating hemiplegia of childhood case.

Question: Does identical ATP1A3 mutation cause alternating hemiplegia of childhood and rapid-onset dystonia parkinsonism phenotypes?

Provide a concise medical answer:
",1
"Context: The principal oxidative-stress defense in the human parasite Trypanosoma cruzi is the tryparedoxin-dependent peroxide detoxification pathway, constituted by trypanothione reductase (TryR), tryparedoxin (TXN), tryparedoxin peroxidase (TXNPx) and tryparedoxin-dependent glutathione peroxidase A (GPxA). Here, Metabolic Control Analysis (MCA) was applied to quantitatively prioritize drug target(s) within the pathway by identifying its flux-controlling enzymes. The recombinant enzymes were kinetically characterized at physiological pH/temperature. Further, the pathway was in vitro reconstituted using enzyme activity ratios and fluxes similar to those observed in the parasites; then, enzyme and substrate titrations were performed to determine their degree of control on flux. Also, kinetic characterization of the whole pathway was performed. Analyses of the kinetic properties indicated that TXN is the less efficient pathway enzyme derived from its high Kmapp for trypanothione and low Vmax values within the cell. MCA established that the TXN-TXNPx and TXN-GPxA redox pairs controlled by 90-100% the pathway flux, whereas 10% control was attained by TryR. The Kmapp values of the complete pathway for substrates suggested that the pathway flux was determined by the peroxide availability, whereas at high peroxide concentrations, flux may be limited by NADPH.

Question: Does metabolic control analysis of the Trypanosoma cruzi peroxide detoxification pathway identify tryparedoxin as a suitable drug target?

Provide a concise medical answer:
",0
"Context: The role of Kdr (VEGFR-2/Flk-1) in vascular formation has been well described, but the role of Flt1 (VEGFR-1) is not well studied and is generally considered as a decoy receptor for trapping VEGF. The effects of VEGFR1/2 kinase inhibitor (VRI) and calycosin on Flt1 tyrosine kinase (TK) activity were evaluated by molecular docking, enzymatic inhibition assay, protein co-immunoprecipitation and siRNA gene knock-down analysis in HUVECs. Toxicities of the chemicals were examined using HUVECs viability. Their effects on angiogenesis and vessel formation were furthered studied in HUVECs in vitro and Tg(fli-1:EGFP) zebrafish in vivo. The gene and protein expression of VEGF and VEGF receptors were investigated by quantitative RT-PCR and Western blot. VRI strongly inhibited physiological functions of both VEGF receptors and suppressed endothelial cell survival. This resulted in blood vessel loss in zebrafish embryos. Interestingly, calycosin co-treatment impeded VRI-induced blood vessel loss. Docking and kinase inhibition assay revealed that calycosin competed with VRI for the tyrosine kinase domain of Flt1 without affecting ATP binding. On the contrary, calycosin did not affect the interaction between VRI and Kdr-TK. Consistent with these results, calycosin counteracted the inhibition of Flt1-TK and PI3K phosphorylation induced by VRI in HUVECs. Further studies in vitro and in vivo showed that the minimizing effect of calycosin on VRI-mediated endothelial cytotoxicity was blocked by wortmannin (a PI3K inhibitor). The impeding effect of calycosin on VRI-induced blood vessel loss was absent in zebrafish embryos injected with Flt1 MO.

Question: Is basal Flt1 tyrosine kinase activity a positive regulator of endothelial survival and vascularization during zebrafish embryogenesis?

Provide a concise medical answer:
",1
"Context: The capacity of toll-like receptor (TLR) 7/8 agonist-conjugated hepatitis B virus (HBV) proteins (HBV-Ag) to overcome established hepatitis B surface antigen (HBsAg)-specific immune tolerance was explored. A TLR7/8 agonist, CL097, was conjugated with alum-absorbed HBsAg and hepatitis B core antigen (HBcAg), as confirmed by ultra performance liquid chromatography quadrupole time-of-flight mass spectrometry (UPLC-Q/TOF MS). Mice from two independently generated HBV-transgenic (HBV-Tg) colonies, C57BL/6J-TgN (AlblHBV) 44Bri/J mice and C57BL/6-HBV-1.3 genome-eq mice, were immunized with CL097-conjugated HBV-Ag every 2 weeks, four times. After immunization, 8/11 (72.7%) of the AlblHBV mice and 10/13 (76.9%) of the HBV-1.3 genome-eq mice generated serum detectable antibodies against HBsAg (anti-HBs). HBsAg-specific interferon gamma (IFN-γ)-producing CD4(+) and CD8(+) T-cells were detected in splenocytes from these mice. Naïve normal mice receiving splenocytes from the mice immunized with CL097-conjugated HBV-Ag generated immediate recall immune responses, e.g., the mice that received CD4(+)CD25(+)-depleted splenocytes generated anti-HBs on day 3 after HBsAg challenge while those receiving cells from sham-immunized mice did not.

Question: Do immunizations with hepatitis B viral antigens and a TLR7/8 agonist adjuvant induce antigen-specific immune responses in HBV-transgenic mice?

Provide a concise medical answer:
",1
"Context: Normal aging is associated with a decline in cognitive abilities, particularly in the domains of psychomotor speed and executive functioning. However, 'aging,' per se, is not a cause of cognitive decline but rather a variable that likely captures multiple accumulating biological changes over time that collectively affect mental abilities. Recent work has focused on the role of cerebrovascular disease as one of the biological changes. In the current study, we examined whether lobar microbleeds - magnetic resonance imaging (MRI) signal voids due to hemosiderin deposits secondary to cerebral amyloid angiopathy - are associated with cognitive decline in normal aging. Previous studies that reported a relationship between the presence of lobar microbleeds and decreased cognitive abilities have been primarily cross-sectional. Here, we used a retrospective longitudinal design to examine whether the presence of lobar microbleeds is associated with the rate of cognitive decline among non-demented older adults. Participants came from an ongoing longitudinal community-based aging study, in which subjects are evaluated at 18-24 months intervals and received a full medical, neurological, and neuropsychological examination at each of the follow-up visits. Gradient echo MRI scans were available on 197 non-demented participants (mean age: 84.15 ± 5.02 years). Microbleeds were rated visually on axial view and divided into subcortical (basal ganglia, cerebellum) and lobar (frontal, temporal, parietal, occipital lobe) regions, and confirmed with coronal and sagittal views to exclude artifacts. Cognition was assessed with a neuropsychological battery, providing summary scores for memory, language, executive, and visuospatial abilities. Using general estimating equations (GEE), we compared cognition cross-sectionally between individuals with 2 or more (n = 11) and fewer than 2 (n = 186) lobar microbleeds and examined longitudinal cognitive change beginning 9.47 ± 3.13 years before the MRI scan. Subjects with 2 or more lobar microbleeds had worse executive functioning at the visit closest to the MRI scan (β = -0.044; p < 0.001) and had a faster decline in executive function over time (β = -0.072; p = 0.012) than subjects with fewer than 2 lobar microbleeds. The two groups were similar in age at scan date, education, ethnicity, sex distribution, and cognitive performance at first visit.

Question: Are lobar microbleeds associated with a decline in executive functioning in older adults?

Provide a concise medical answer:
",0
"Context: In recent years, the relationship between physical activity (PA) and smoking cessation has been increasingly studied. However, very few studies have investigated the possible protective role of PA on smoking relapse on the long term. This study evaluated the impact of self-reported PA in precessation on smoking relapse. Other variables evaluated included measures of dependence, socio-demographic factors and smoking-related variables. Several possible interactions between PA and well identified factors influencing smoking relapse rate were also explored. After the initial consultation, 345 smokers were consecutively recruited in a smoking-cessation unit. Smoking abstinence was collected regularly during consultation or by phone calls. PA was measured with the International Physical Activity Questionnaire short form. Cox proportional hazard model was performed to determine factors associated with smoking relapse. Among the initial sample, 227 adults were included in the survival analysis. After adjustment for potential cofounders, PA was not associated with smoking relapse. Self-efficacy level, absence of professional activity, previous attempts to quit and alcohol use disorders were associated with relapse. Secondary analysis showed a statistically significant effect of an interaction term for PA and antidepressant use on reducing smoking relapse (HR = .81, 95% CI: .66-.99).

Question: Is self-reported physical activity in smoking pre-cessation a protective factor against relapse for all?

Provide a concise medical answer:
",1
"Context: Many assume that most patients hospitalized with heart failure (HF) are short of breath at rest (SOBAR). The National HF Audit for England and Wales suggests that this assumption is false, which has profound implications for management A retrospective case-note review was carried out of patients hospitalized with HF to determine how many present with shortness of breath at rest or are comfortable at rest but breathless on slight exertion (CARBOSE). Vital signs were tracked for 24 h and mortality for 180 days. Of 311 patients, those who were SOBAR (42%) had higher median heart rate (HR) (100 vs. 85 b.p.m.; P < 0.001), systolic blood pressure (SBP) (141 vs. 122 mmHg; P < 0.001), and respiratory rate (RR) (24 vs. 18 breaths/min; P < 0.001) compared with those who were CARBOSE (56%). Vital signs changed little in those who were CARBOSE over the first 4-6 h, but SBP (141-128 mmHg; P < 0.001), HR (100-90 b.p.m.; P = 0.002), and RR (24-20 breaths/min; P < 0.001) fell in those who were SOBAR. At presentation, SBP was >125 mmHg in 73% of patients who were SOBAR and in 46% who were CARBOSE, dropping to 52% and 37%, respectively, by 4-6 h. Mortality amongst those who were SOBAR and those who were CARBOSE was, respectively, 19% and 34% (odds ratio 2.29; P = 0.005, 95% confidence interval 1.29-4.06).

Question: Is breathlessness at rest the dominant presentation of patients admitted with heart failure?

Provide a concise medical answer:
",1
"Context: Duodenal stump disruption remains one of the most dreadful postgastrectomy complications, posing an overwhelming therapeutic challenge. The present report describes the extremely rare occurrence of a delayed duodenal stump disruption following total gastrectomy with Roux-en-Y esophagojejunostomy for cancer, because of mechanical obstruction of the distal jejunum resulting in increased backpressure on afferent limp and duodenal stump. Surgical management included repair of distal jejunum obstruction, mobilization and re-stapling of the duodenum at the level of its intact second part and retrograde decompressing tube duodenostomy through the proximal jejunum.

Question: Is delayed duodenal stump blow-out following total gastrectomy for cancer : Heightened awareness for the continued presence of the surgical past in the present the key to a successful duodenal stump disruption management . A case report?

Provide a concise medical answer:
",1
"Context: Elevated lipoprotein-associated phospholipase A2 (Lp-PLA2) levels are associated with both coronary artery and cerebrovascular diseases. The clinical diagnosis of neurovascular events, specifically transient ischemic attack can be challenging, although there is disagreement among vascular trained neurologists regarding this. Currently, there is no single accurate biomarker for the diagnosis of acute brain ischemia. We studied the relationship between Lp-PLA2 mass and activity levels and the diagnosis of acute brain ischemia in the acute phase among patients evaluated in the emergency department following transient focal neurological symptoms. Patients evaluated in our academic center for transient neurological symptoms of possible ischemic mechanism were enrolled with informed consent. Lp-PLA2 mass and activity levels were performed by DiaDexus, Inc. 100 patients were enrolled: 58 were ischemic (30 stroke, 28 TIA), 10 were unknown, and 28 were non-ischemic. Blood samples were collected after a median delay of 23 h (IQR: 17, 36) after symptom onset. The median levels of Lp-PLA2 activity level for ischemic (stroke and TIA) versus non-ischemic events were 186.5 nmol/ml/min (IQR = 153, 216.3) and 169 nmol/ml/min (IQR = 137, 212.5), respectively. The median levels of Lp-PLA2 mass level for ischemic versus non-ischemic events were 202 ng/ml (IQR = 171.6, 226.1) and 192 ng/ml (167.8, 230). The differences in median Lp-PLA2 mass and activity levels were not statistically significant in the ischemic versus non-ischemic patients. Vessel imaging revealed a symptomatic stenosis in 14 patients (10 intracranial and 4 cervical). The median Lp-PLA2 mass and activity levels among patients with a symptomatic stenosis were not significantly higher than the levels measured in TIA/stroke patients without stenosis.

Question: Are lipoprotein phospholipase A2 mass and activity associated with the diagnosis of acute brain ischemia?

Provide a concise medical answer:
",1
"Context: Recently, the role of osteoprotegerin (OPG) in the pathogenesis of heart failure through different mechanisms has received much attention. Subclinical changes in left ventricular (LV) function can be identified using quantification of myocardial strain, and global longitudinal strain (GLS) is a superior predictor of outcomes than ejection fraction. We hypothesized that increased OPG levels could predict subclinical LV systolic dysfunction in treated diabetic hypertensive patients with preserved LV ejection fraction. The study was composed of 86 diabetic hypertensive and 30 nondiabetic hypertensive patients. All patients underwent echocardiography and venous blood samples were taken for determination of OPG. The relation between OPG levels and LV GLS was investigated using 2-dimensional speckle tracking echocardiography. Diabetic hypertensive patients had higher diastolic peak early/early diastolic tissue velocity and lower systolic tissue velocity, GLS, GLS rate systolic, and GLS rate early diastolic than nondiabetic hypertensive patients (P = 0.009, P = 0.049, P < 0.001, P = 0.004, and P < 0.001, respectively). Diabetic hypertensive patients were divided into 2 groups according to median GLS value (> 18.5 and ≤ 18.5). The patients with GLS ≤ 18.5 had higher diastolic blood pressure (mm Hg; P = 0.048), OPG (pmol/L; P < 0.001), and hemoglobin A1c (%; P = 0.042) values than those with GLS > 18.5. In multivariate logistic regression analysis, OPG was found to be an independent predictor of impaired GLS (P = 0.001). Receiver operating characteristic curve analysis revealed that OPG values of > 6.45 (pmol/L) identified the patients with GLS ≤ 18.5.

Question: Is osteoprotegerin associated with subclinical left ventricular systolic dysfunction in diabetic hypertensive patients : a speckle tracking study?

Provide a concise medical answer:
",0
"Context: Burns are common and recurrent events treated by physicians on a daily basis at most emergency rooms around the world. There is a constant need to understand the physiopathology of burns, so as to minimize their devastating results. The objective of the present report is to describe a burn apparatus in association with an innovative method of animal fixation, as to produce burns of varying sizes and depths. Rats were subjected to burns of 60 °C, 70 °C, and 80 °C for 10 s and after 3 days half of the rats in each group were killed and the resulting lesions were analyzed using histological techniques. In the other half of the rats the wound was measured weakly until complete re-epithelialization. All burns were easily visible and the histological feature for the 60 °C burn was a superficial second-degree burn (28% of the dermis), for 70 °C we observed a deep second-degree burn (72% of the dermis), and in the 80 °C group, a third degree-burn was present (100% of the dermis).

Question: Do a new model for the standardization of experimental burn wounds?

Provide a concise medical answer:
",1
"Context: The goal of this study was to identify genetic determinants of plasma N-terminal proatrial natriuretic peptide (NT-proANP) in the general community by performing a large-scale genetic association study and to assess its functional significance in in vitro cell studies and on disease susceptibility. Genotyping was performed across 16 000 genes in 893 randomly selected individuals, with replication in 891 subjects from the community. Plasma NT-proANP1-98 concentrations were determined using a radioimmunoassay. Thirty-three genome-wide significant single-nucleotide polymorphisms were identified in the MTHFR-CLCN6-NPPA-NPPB locus and were all replicated. To assess the significance, in vitro functional genomic studies and clinical outcomes for carriers of a single-nucleotide polymorphism rs5063 (V32M) located in NPPA that represented the most significant variation in this genetic locus were assessed. The rs5063 variant allozyme in transfected HEK293 cells was decreased to 55±8% of wild-type protein (P=0.01) as assessed by quantitative western blots. Carriers of rs5063 had lower NT-proANP levels (1427 versus 2291 pmol/L; P<0.001) and higher diastolic blood pressures (75 versus 73 mm Hg; P=0.009) and were at an increased risk of stroke when compared with wild-type subjects independent of age, sex, diabetes mellitus, hypertension, atrial fibrillation, and cholesterol levels (hazard ratio, 1.6; P=0.004).

Question: Does circulating atrial natriuretic peptide genetic association study identify a novel gene cluster associated with stroke in whites?

Provide a concise medical answer:
",0
"Context: Mycobacterium abscessus has emerged as a major pathogen in cystic fibrosis (CF) patients and has been associated with poor clinical outcomes, particularly following lung transplant. We investigated the acquisition of this bacterium in a cohort of pediatric CF patients. Demographic and patient location data were used to uncover epidemiological links between patients with genetically related strains of M. abscessus that had been previously typed by variable-number tandem repeat profiling. Whole-genome sequencing was applied to 27 M. abscessus isolates from the 20 patients in this cohort to provide definitive data on the genetic relatedness of strains. Whole-genome sequencing data demonstrated that M. abscessus isolates from 16 patients were unrelated, differing by at least 34 single-nucleotide polymorphisms (SNPs) from any other isolate, suggesting that independent acquisition events have occurred. Only 2 clusters of very closely related (<25 SNPs) isolates from different patients were seen. The first cluster contained 8 isolates, differing by a maximum of 17 SNPs, from a sibling pair who had intense exposure to each other both inside and outside the hospital. The second cluster contained 3 isolates, differing by a maximum of 24 SNPs, from 2 individuals with no apparent epidemiological links.

Question: Do whole-genome sequencing and epidemiological analysis provide evidence for cross-transmission of mycobacterium abscessus in a cohort of pediatric cystic fibrosis patients?

Provide a concise medical answer:
",1
"Context: Bacterial vaginosis is a risk factor for preterm birth. The various conventional methods for its diagnosis are laborious and not easily reproducible. Molecular quantification methods have been reported recently, but the specific risk factors they might identify remain unclear. A prospective multicenter national study included pregnant women at risk of preterm birth. A quantitative molecular tool using a specific real-time polymerase chain reaction assay and serial dilutions of a plasmid suspension quantified Atopobium vaginae, Gardnerella vaginalis, lactobacilli, Mycoplasma hominis, and the human albumin gene (for quality control). In 813 pregnancies, high vaginal loads of either or both of A. vaginae and G. vaginalis were associated with preterm birth (hazard ratio [HR], 3.9; 95% confidence interval {CI}, 1.1-14.1; P = .031). A high vaginal load of A. vaginae was significantly associated with shortened time to delivery and therefore pregnancy length. These times were, respectively, 152.2 and 188.2 days (HR, 5.6; 95% CI, 1.5-21.3; P < .001) before 22 weeks, 149.0 and 183.2 days (HR, 2.8; 95% CI, 1.1-8.2; P = .048) before 28 weeks, and 132.6 and 170.4 days (HR, 2.2; 95% CI, 1.1-4.6; P = .033) before 32 weeks. After multivariate analysis, A. vaginae levels ≥10(8) copies/mL remained significantly associated with delivery before 22 weeks of gestation (adjusted HR, 4.7; 95% CI, .2-17.6; P = .014).

Question: Are high Atopobium vaginae and Gardnerella vaginalis vaginal loads associated with preterm birth?

Provide a concise medical answer:
",0
"Context: Extranodal natural killer/T-cell lymphoma, nasal type (ENKTL), is an aggressive type of lymphoma whose standard treatment and validated prognostic model have not yet been defined. CD30 expression was detected using immunohistochemistry in 96 ENKTL patients, and the data were used to evaluate its relationship with clinical features, treatment response and prognosis. Expression of CD30 was detected in 31.2% of ENKTL patients, which was significantly correlated with B symptoms and elevated serum lactate dehydrogenase. The complete remission rate was not significantly different between CD30-positive and negative groups. After a median follow-up time of 31 months, 5-year overall survival (OS) and 5-year progression-free survival (PFS) rates in the CD30-positive group were both significantly lower than those in the CD30-negative group (34.1% vs. 64.4%, P=0.002, for 5 year-OS; 26.0% vs. 66.7%, P<0.001, for 5 year-PFS). In patients with an International Prognostic Index (IPI) or Korean Prognostic Index (KPI) score of 0-1, CD30 positivity was associated with shorter 5-year OS and PFS (IPI: P=0.001 and 0.002, respectively; KPI: P=0.018 and 0.023, respectively). In a multivariate Cox regression model, CD30 expression and stage were independent prognostic factors for OS (p=0.004 and p=0.012, respectively) and PFS (p=0.001 and p=0.022, respectively).

Question: Is cD30 expression a novel prognostic indicator in extranodal natural killer/T-cell lymphoma , nasal type?

Provide a concise medical answer:
",0
"Context: To observe the therapeutic effects of continuous plasma filtration absorption (CPFA) treatment on burn sepsis. Thirty burn patients with sepsis hospitalized in Beijing Fengtai You'anmen Hospital from July 2009 to October 2012 were treated by CPFA for twice besides routine treatment. The blood samples were collected at five sites (A, B, C, D, and E, respectively) of blood purification equipment before and after CPFA, before and after hemoabsorption, and before hemofiltration. The plasma levels of TNF-α, IL-1β, IL-6, IL-10, interleukin-1 receptor antagonist (IL-1RA), soluble tumor necrosis factor receptor (sTNFR) I , and sTNFR-II from sites A, C, and E were determined with ELISA before CPFA was performed for the first time, and those from sites B and D were determined with ELISA after CPFA was performed for the first time. Plasma levels of the above-mentioned cytokines from sites A and B were determined with ELISA before CPFA and after CPFA was performed for the second time. The data of plasma levels of IL-1βP3, IL-1RA, sTNFR-I, sTNFR-II, and TNF-α before CPFA and after CPFA was performed for the second time were collected for calculation of the ratios of IL-1RA to IL-1β and sTNFR-I plus sTNFR-II to TNF-α. The expression rate of human leukocyte antigen DR (HLA-DR) on the CD14 positive monocytes, acute physiology and chronic health evaluation (APACHE) II score, body temperature, pulse, respiratory rate, and leukocyte count of patients were evaluated or recorded before CPFA and after CPFA was performed for the second time. Patients'condition was observed. Data were processed with paired t test. The plasma levels of TNF-α, IL-1β, IL-6 and IL-10 from site B after CPFA was performed for the second time were significantly lower than those from site A before CPFA was performed for the first time (with t values respectively 7.05, 5.23, 4.73, 2.37, P values below 0.01). After CPFA was performed for the first time, the plasma levels of TNF-α, IL-1β, and IL-6 from site D were significantly lower than those from site C before CPFA was performed for the first time (with t values respectively 5.48, 2. 17, 1.78, P < 0.05 or P <0.01). The plasma levels of all cytokines were close between site B after CPFA was performed for the first time and site E before CPFA was performed for the first time (with t values from 0.04 to 1.05, P values above 0.05). The plasma levels of TNF-α, IL-1β, and IL-6 from site B after CPFA was performed for the second time were significantly lower than those from site A before CPFA was performed for the second time (with t values from 1.87 to 5.93, P <0.05 or P <0.01). The ratios of IL-1RA to IL-1β and sTNFR-I plus sTNFR-II to TNF-α, and expression rate of HLA-DR were increased significantly after CPFA was performed for the second time as compared with those before CPFA (with t values from 3.99 to 7. 80, P values below 0.01). APACHE II score after CPFA was performed for the second time was 11 ± 6, which was lower than that before CPFA (22 ± 7, t =4.63, P <0.01). After CPFA was performed for the second time, body temperature, pulse, and respiratory rate of patients were improved (with t values from 1.95 to 3.55, P values below 0.05) , and the leukocyte count was significantly decreased (t =4.36, P <0.01) as compared with those before CPFA. All patients survived and were discharged with length of stay of (27 ± 31) d, and no adverse effects occurred during CPFA treatment.

Question: Do [ Clinical study on continuous plasma filtration absorption treatment for burn sepsis ]?

Provide a concise medical answer:
",1
"Context: Studies performed in Andean populations living in high altitude, indicate that the reduced availability of oxygen could be associated to both a fetal growth retardation and a lower birth weight. These variables are predictive of morbidity and mortality during the first year of life. To study perinatal variables of newborns of mothers living at contrasting altitudinal levels, harboring different degrees of Aymara ancestry. Review of medical records of 5,295 women whose deliveries occurred between February 2004 and August 2010. Information was obtained on place of residence, grouped into two categories: coast (150 to 3,000 m) and high plateau (3,000 to 4,300 m), ancestry was estimated using number of Aymara surnames that were homologated to percentages of Amerindian admixture, gestational age, birth weight, height, head circumference and obstetric variables. Gestational age showed a tendency to increase and birth weight, height and head circumference to decrease with altitude of residence. Only weight reached statistical significance. Women with Aymara ancestry gave birth to children with a significantly higher gestational age, weight and cranial circumference.

Question: Do [ Perinatal variables from newborns of Aymara mothers suggest a genetic adaptation to high altitude ]?

Provide a concise medical answer:
",1
"Context: The aim of this study was to determine the association between 25-hydroxyvitamin D (25(OH)D) and neuroimaging correlates of cerebral small vessel disease. We identified 759 consecutive patients with acute ischemic stroke or transient ischemic attack. Lacunes, white matter hyperintensity, and cerebral microbleed (CMB) were assessed using MR images. Deep CMB was defined as the presence of CMB in basal ganglia, thalamus, or brain stem. The association between 25(OH)D and small vessel disease was tested using linear and logistic regression analyses. Mean age was 68 (±13) years. Mean level of 25(OH)D was 34.1±17.8 nmol/L. On bivariate analysis, a 25-nmol/L decrease in 25(OH)D was associated with lacunes (regression coefficient, 0.23; 95% confidence interval [CI], 0.02-0.45), severe white matter hyperintensity (odds ratio, 2.05; 95% CI, 1.41-3.08), and deep CMB (odds ratio, 1.28; 95% CI, 1.01-1.63). Also, 25(OH)D deficiency (≤25 nmol/L) was associated with lacunes (regression coefficient, 0.5; 95% CI, 0.04-0.95), severe white matter hyperintensity (odds ratio, 2.74; 95% CI, 1.31-6.45), and deep CMB (odds ratio, 1.68; 95% CI, 1.03-2.78). The association remained significant even after multivariable adjustment and in the subgroup of previously healthy patients.

Question: Is 25-hydroxyvitamin D status associated with chronic cerebral small vessel disease?

Provide a concise medical answer:
",1
